transaction_id,customer_id,rules_triggered,risk_score,transaction_amount,transaction_date,merchant_category,location,is_fraud
TXN0018235,CUST00766,R6_odd_hour_high_value,3,20573.38,2024-09-06 00:19:01,Travel,Surat,0
TXN0019172,CUST00443,R6_odd_hour_high_value,3,49550.58,2023-05-02 02:40:46,Electronics,Lucknow,0
TXN0018846,CUST00706,R6_odd_hour_high_value,3,18596.53,2024-02-09 02:29:43,Electronics,Pune,0
TXN0018609,CUST01076,R2_rapid_succession,3,32858.62,2024-04-21 15:10:20,Healthcare,Jaipur,1
TXN0018608,CUST01536,R6_odd_hour_high_value,3,44514.39,2023-03-06 00:23:32,Electronics,Lucknow,0
TXN0018589,CUST02297,R6_odd_hour_high_value,3,48681.46,2024-05-20 00:55:52,Electronics,Kochi,0
TXN0018682,CUST01521,R6_odd_hour_high_value,3,19306.34,2023-12-12 01:30:19,Shopping,Kolkata,0
TXN0018680,CUST01151,R6_odd_hour_high_value,3,28236.44,2023-09-27 03:14:34,Shopping,Indore,0
TXN0018579,CUST01985,R6_odd_hour_high_value,3,21675.73,2024-03-17 01:38:10,Atm Withdrawal,Kolkata,0
TXN0018565,CUST02260,R6_odd_hour_high_value,3,59316.9,2023-06-10 04:47:44,Electronics,Ahmedabad,0
TXN0018561,CUST02366,R6_odd_hour_high_value,3,61446.63,2024-04-25 02:10:17,Groceries,Kochi,1
TXN0019180,CUST02544,R6_odd_hour_high_value,3,36960.27,2023-12-26 03:35:00,Insurance,Jaipur,0
TXN0055369,CUST01986,R6_odd_hour_high_value,3,20856.15,2023-09-20 04:28:25,Shopping,Hyderabad,0
TXN0055361,CUST01917,R6_odd_hour_high_value,3,62876.09,2024-03-17 04:15:06,Travel,Kolkata,0
TXN0055355,CUST01088,R6_odd_hour_high_value,3,31072.31,2024-10-29 02:31:44,Dining,Lucknow,1
TXN0055345,CUST00640,R6_odd_hour_high_value,3,39760.18,2023-02-26 01:49:44,Healthcare,Indore,0
TXN0055446,CUST00489,R6_odd_hour_high_value,3,49763.73,2024-09-20 03:29:32,Electronics,Bengaluru,0
TXN0055308,CUST00598,R6_odd_hour_high_value,3,33907.44,2024-03-14 03:19:05,Electronics,Indore,0
TXN0055307,CUST01333,R6_odd_hour_high_value,3,15754.63,2024-02-05 02:55:14,Dining,Jaipur,1
TXN0055276,CUST00601,R6_odd_hour_high_value,3,33512.13,2023-05-23 00:39:24,Electronics,Hyderabad,0
TXN0055267,CUST02486,R6_odd_hour_high_value,3,21595.91,2023-01-01 01:02:03,Healthcare,Mumbai,0
TXN0018963,CUST00737,R6_odd_hour_high_value,3,45337.35,2024-04-15 01:17:30,Electronics,Delhi,0
TXN0055254,CUST02079,R6_odd_hour_high_value,3,22137.56,2023-02-08 00:10:21,Insurance,Bhopal,0
TXN0018940,CUST01005,R6_odd_hour_high_value,3,26202.28,2024-04-18 04:18:08,Shopping,Kochi,0
TXN0055516,CUST02014,R6_odd_hour_high_value,3,58204.42,2024-11-26 02:21:00,Electronics,Delhi,0
TXN0055511,CUST00620,R6_odd_hour_high_value,3,75000.0,2023-06-18 04:51:17,Insurance,Pune,0
TXN0055503,CUST00920,R6_odd_hour_high_value,3,36856.34,2024-01-23 04:50:35,Electronics,Mumbai,0
TXN0055499,CUST02910,R6_odd_hour_high_value,3,18024.2,2023-06-13 04:06:31,Healthcare,Chennai,0
TXN0055459,CUST00206,R6_odd_hour_high_value,3,15937.94,2024-01-20 03:34:49,Utilities,Jaipur,1
TXN0055564,CUST01193,R6_odd_hour_high_value,3,33406.45,2023-08-24 04:55:26,Electronics,Bengaluru,0
TXN0018919,CUST02526,R6_odd_hour_high_value,3,34252.82,2023-04-11 03:14:50,Travel,Pune,0
TXN0018987,CUST01769,R6_odd_hour_high_value,3,95141.45,2024-06-28 04:01:46,Electronics,Pune,0
TXN0055264,CUST01651,R6_odd_hour_high_value,3,21980.51,2024-04-04 00:03:45,Shopping,Hyderabad,0
TXN0018506,CUST00403,R6_odd_hour_high_value,3,17805.99,2023-09-19 01:40:16,Healthcare,Bengaluru,0
TXN0018496,CUST01938,R6_odd_hour_high_value,3,25061.23,2024-02-22 01:47:33,Electronics,Bengaluru,0
TXN0018287,CUST00455,R6_odd_hour_high_value,3,82266.23,2023-09-07 03:42:35,Electronics,Jaipur,0
TXN0018358,CUST00958,R6_odd_hour_high_value,3,71117.74,2024-01-23 04:09:14,Electronics,Ahmedabad,0
TXN0018349,CUST02344,R6_odd_hour_high_value,3,68821.21,2024-02-02 04:46:40,Travel,Bengaluru,0
TXN0018344,CUST02617,R6_odd_hour_high_value,3,32162.56,2023-12-14 03:52:00,Healthcare,Chennai,0
TXN0018338,CUST00184,R6_odd_hour_high_value,3,37136.34,2024-10-27 04:21:50,Shopping,Kolkata,0
TXN0018335,CUST00685,R6_odd_hour_high_value,3,25188.77,2023-03-21 04:06:48,Shopping,Bhopal,0
TXN0018318,CUST01966,R6_odd_hour_high_value,3,26801.83,2024-01-27 01:42:53,Shopping,Surat,0
TXN0018540,CUST02428,R6_odd_hour_high_value,3,61322.15,2024-01-30 02:30:10,Education,Bhopal,0
TXN0018758,CUST02632,R6_odd_hour_high_value,3,17227.61,2024-04-10 04:39:44,Healthcare,Kochi,0
TXN0018754,CUST01695,R6_odd_hour_high_value,3,20984.81,2024-07-20 03:45:07,Atm Withdrawal,Lucknow,0
TXN0018746,CUST00744,R6_odd_hour_high_value,3,26397.81,2024-10-03 04:17:24,Shopping,Hyderabad,0
TXN0018305,CUST00011,R6_odd_hour_high_value,3,20780.1,2024-09-18 02:17:46,Shopping,Indore,0
TXN0018675,CUST02768,R6_odd_hour_high_value,3,67814.85,2023-01-25 01:09:39,Education,Delhi,0
TXN0018668,CUST00330,R6_odd_hour_high_value,3,59172.55,2023-04-19 00:39:29,Electronics,Delhi,0
TXN0018666,CUST02673,R6_odd_hour_high_value,3,47024.32,2023-01-25 01:25:50,Shopping,Kolkata,0
TXN0018646,CUST02749,R6_odd_hour_high_value,3,44459.92,2023-08-19 01:07:02,Atm Withdrawal,Chennai,0
TXN0018800,CUST01210,R6_odd_hour_high_value,3,73377.27,2024-06-21 02:48:54,Travel,Surat,0
TXN0018791,CUST00814,R6_odd_hour_high_value,3,69578.91,2023-09-25 04:45:12,Shopping,Chandigarh,0
TXN0018763,CUST02895,R6_odd_hour_high_value,3,61053.61,2024-02-21 02:55:39,Electronics,Indore,0
TXN0018511,CUST02466,R6_odd_hour_high_value,3,19267.41,2023-04-20 02:45:57,Atm Withdrawal,Delhi,0
TXN0018634,CUST00543,R6_odd_hour_high_value,3,48947.37,2024-02-14 02:34:13,Electronics,Surat,0
TXN0055583,CUST00928,R6_odd_hour_high_value,3,15999.91,2024-12-28 04:40:17,Atm Withdrawal,Jaipur,0
TXN0055580,CUST00849,R6_odd_hour_high_value,3,29277.23,2023-10-24 04:36:21,Travel,Indore,0
TXN0055572,CUST00487,R6_odd_hour_high_value,3,37320.99,2023-10-07 03:29:47,Atm Withdrawal,Bengaluru,0
TXN0055565,CUST00464,R6_odd_hour_high_value,3,22217.14,2024-02-01 03:19:08,Shopping,Chandigarh,0
TXN0055656,CUST02450,R6_odd_hour_high_value,3,30928.43,2023-05-20 01:27:38,Shopping,Indore,0
TXN0055650,CUST02008,R6_odd_hour_high_value,3,19958.05,2024-11-12 01:12:42,Healthcare,Surat,0
TXN0055644,CUST02063,R6_odd_hour_high_value,3,33257.37,2023-05-09 01:11:55,Shopping,Chennai,0
TXN0055637,CUST02368,R6_odd_hour_high_value,3,40913.78,2024-07-05 00:13:32,Electronics,Bengaluru,0
TXN0018381,CUST01574,R6_odd_hour_high_value,3,35141.19,2024-09-03 02:20:00,Shopping,Hyderabad,0
TXN0055557,CUST01902,R6_odd_hour_high_value,3,31233.07,2023-04-17 04:20:14,Shopping,Lucknow,0
TXN0055550,CUST02554,R6_odd_hour_high_value,3,38094.72,2024-10-07 02:39:21,Travel,Jaipur,0
TXN0055540,CUST01701,R6_odd_hour_high_value,3,37764.55,2024-01-03 00:24:26,Insurance,Ahmedabad,0
TXN0055528,CUST02626,R6_odd_hour_high_value,3,22838.97,2024-05-15 00:39:32,Healthcare,Mumbai,0
TXN0055526,CUST00222,R6_odd_hour_high_value,3,19082.89,2024-01-17 01:43:18,Travel,Kolkata,0
TXN0055600,CUST02337,R6_odd_hour_high_value,3,38401.9,2023-10-15 03:56:17,Atm Withdrawal,Pune,0
TXN0055587,CUST00076,R6_odd_hour_high_value,3,26268.76,2023-09-24 02:33:53,Healthcare,Chennai,0
TXN0018422,CUST01768,R6_odd_hour_high_value,3,31607.9,2023-08-19 00:56:31,Shopping,Jaipur,0
TXN0018417,CUST01986,R6_odd_hour_high_value,3,33807.67,2024-04-15 01:50:59,Healthcare,Hyderabad,0
TXN0018391,CUST02716,R6_odd_hour_high_value,3,29318.01,2024-06-16 01:38:51,Electronics,Bhopal,0
TXN0055561,CUST02286,R6_odd_hour_high_value,3,45292.62,2023-05-13 04:38:00,Electronics,Kochi,1
TXN0022946,CUST00744,R1_high_value,2,107202.21,2024-01-16 06:16:58,Electronics,Surat,0
TXN0023171,CUST01275,R1_high_value,2,120000.0,2023-11-28 14:22:58,Electronics,Chandigarh,0
TXN0023177,CUST02726,R1_high_value,2,103678.97,2023-12-05 16:26:08,Salary,Delhi,0
TXN0023264,CUST02583,R1_high_value,2,142466.39,2024-03-02 08:27:22,Salary,Chandigarh,0
TXN0023285,CUST00519,R1_high_value,2,174163.47,2024-04-27 11:22:48,Salary,Ahmedabad,0
TXN0023434,CUST00100,R1_high_value,2,147681.15,2023-09-14 18:34:00,Education,Indore,0
TXN0023557,CUST02049,R4_spending_spike,2,48337.69,2023-07-18 20:58:48,Healthcare,Bengaluru,0
TXN0054520,CUST02285,R1_high_value,2,157407.08,2024-06-29 16:47:36,Salary,Ahmedabad,0
TXN0054539,CUST02604,R1_high_value,2,110280.2,2023-06-28 20:16:37,Salary,Pune,0
TXN0022045,CUST01255,R1_high_value,2,141353.84,2023-08-17 15:02:19,Salary,Kochi,0
TXN0022081,CUST02159,R1_high_value,2,124392.71,2023-02-09 15:16:43,Investment,Hyderabad,0
TXN0022088,CUST02798,R4_spending_spike,2,67273.54,2023-08-06 11:31:26,Electronics,Chennai,0
TXN0022354,CUST00476,R1_high_value,2,108006.69,2024-12-25 14:40:47,Education,Jaipur,0
TXN0054437,CUST01371,R4_spending_spike,2,74394.87,2023-08-02 20:16:49,Travel,Chennai,0
TXN0022552,CUST02090,R1_high_value,2,238915.56,2023-04-06 23:44:22,Investment,Hyderabad,0
TXN0032821,CUST02574,R1_high_value,2,135409.4,2024-11-02 17:20:04,Salary,Bengaluru,0
TXN0021461,CUST01202,R1_high_value,2,108327.33,2023-04-24 17:45:09,Electronics,Delhi,1
TXN0021344,CUST00763,R1_high_value,2,154135.01,2023-02-11 11:41:18,Education,Delhi,0
TXN0021709,CUST00163,R4_spending_spike,2,90000.0,2023-10-18 13:15:14,Travel,Pune,0
TXN0021668,CUST01620,R1_high_value,2,109526.18,2023-07-01 07:39:56,Groceries,Chennai,1
TXN0021125,CUST02437,R1_high_value,2,105284.07,2023-03-10 18:07:20,Education,Chandigarh,0
TXN0054766,CUST01793,R1_high_value,2,120000.0,2024-01-09 13:09:04,Electronics,Hyderabad,0
TXN0054751,CUST01423,R1_high_value,2,267968.91,2023-11-01 11:58:51,Fuel,Lucknow,1
TXN0022553,CUST00576,R1_high_value,2,136344.59,2024-07-21 19:40:26,Education,Bengaluru,0
TXN0022489,CUST02832,R1_high_value,2,113934.62,2024-03-23 05:22:34,Salary,Bhopal,0
TXN0022423,CUST00578,R1_high_value,2,108244.49,2023-10-20 13:40:44,Education,Kolkata,0
TXN0022808,CUST02897,R4_spending_spike,2,73466.52,2023-01-23 23:52:53,Shopping,Lucknow,0
TXN0022204,CUST00955,R4_spending_spike,2,74400.32,2023-07-19 19:48:18,Travel,Lucknow,0
TXN0022605,CUST01663,R1_high_value,2,120000.0,2024-06-18 09:29:55,Electronics,Kolkata,0
TXN0022579,CUST00015,R1_high_value,2,134486.43,2024-10-22 19:55:34,Education,Jaipur,0
TXN0022567,CUST01995,R1_high_value,2,108654.27,2024-12-16 14:49:13,Electronics,Kolkata,0
TXN0022561,CUST01850,R1_high_value,2,111777.01,2024-10-18 07:31:14,Salary,Chandigarh,0
TXN0054744,CUST01428,R1_high_value,2,163909.99,2024-11-28 22:28:12,Investment,Ahmedabad,0
TXN0025229,CUST00136,R1_high_value,2,110955.76,2024-06-09 05:24:00,Salary,Lucknow,0
TXN0025384,CUST00424,R4_spending_spike,2,63597.98,2023-06-22 06:13:04,Electronics,Indore,0
TXN0025391,CUST01333,R1_high_value,2,120000.0,2024-12-18 17:15:56,Electronics,Jaipur,0
TXN0025467,CUST00519,R1_high_value,2,219815.35,2024-01-14 23:43:13,Education,Ahmedabad,0
TXN0025482,CUST01713,R4_spending_spike,2,75000.0,2024-08-10 18:15:50,Healthcare,Jaipur,0
TXN0025879,CUST00857,R1_high_value,2,150533.22,2023-05-22 10:27:45,Education,Surat,0
TXN0026070,CUST01722,R1_high_value,2,153991.37,2024-08-20 23:23:41,Salary,Indore,0
TXN0053832,CUST02931,R1_high_value,2,104813.7,2024-06-13 08:28:31,Education,Indore,0
TXN0053833,CUST01318,R4_spending_spike,2,83946.84,2024-04-17 09:42:53,Electronics,Kochi,0
TXN0024383,CUST00981,R1_high_value,2,111588.76,2024-09-18 20:08:31,Salary,Ahmedabad,0
TXN0024714,CUST01377,R1_high_value,2,187622.6,2023-06-27 07:29:00,Salary,Kolkata,0
TXN0024524,CUST01154,R1_high_value,2,139353.39,2024-06-17 19:00:21,Fuel,Chennai,1
TXN0024658,CUST00728,R1_high_value,2,120000.0,2024-09-20 15:08:27,Electronics,Delhi,0
TXN0024699,CUST00899,R1_high_value,2,102585.76,2024-02-22 19:59:06,Education,Ahmedabad,0
TXN0024795,CUST02230,R1_high_value,2,140384.21,2024-05-30 08:41:13,Salary,Mumbai,0
TXN0022852,CUST00851,R4_spending_spike,2,79504.06,2023-03-27 08:35:09,Electronics,Kochi,0
TXN0022847,CUST00586,R1_high_value,2,180137.08,2023-10-28 15:38:50,Education,Chandigarh,0
TXN0022672,CUST00303,R1_high_value,2,161055.16,2023-10-17 08:05:29,Investment,Mumbai,0
TXN0023059,CUST00624,R4_spending_spike,2,94185.76,2023-11-20 17:09:58,Salary,Mumbai,0
TXN0024113,CUST00299,R4_spending_spike,2,92924.38,2024-10-19 11:08:38,Electronics,Indore,0
TXN0024051,CUST00069,R1_high_value,2,205635.14,2024-04-19 07:26:49,Education,Bengaluru,0
TXN0024021,CUST03000,R1_high_value,2,173706.33,2023-06-17 19:21:46,Investment,Ahmedabad,0
TXN0046511,CUST02642,R1_high_value,2,175357.51,2024-05-05 22:08:18,Salary,Bhopal,0
TXN0024849,CUST01757,R1_high_value,2,116442.62,2024-12-23 14:59:03,Electronics,Kolkata,0
TXN0023709,CUST01701,R1_high_value,2,132866.57,2024-07-23 14:51:01,Salary,Hyderabad,0
TXN0023689,CUST01956,R1_high_value,2,142285.94,2024-12-29 07:00:27,Shopping,Pune,1
TXN0023685,CUST02752,R1_high_value,2,120000.0,2023-06-02 21:42:45,Electronics,Bengaluru,0
TXN0023608,CUST01422,R4_spending_spike,2,90000.0,2024-04-11 22:19:07,Travel,Ahmedabad,0
TXN0023947,CUST01262,R1_high_value,2,117701.14,2023-09-24 11:50:29,Electronics,Delhi,0
TXN0023382,CUST01863,R1_high_value,2,102011.22,2024-07-19 19:59:56,Electronics,Surat,0
TXN0054150,CUST01956,R1_high_value,2,106441.98,2024-09-08 12:14:11,Electronics,Bengaluru,0
TXN0024955,CUST02515,R1_high_value,2,310039.73,2023-06-05 10:30:00,Investment,Kochi,0
TXN0024212,CUST00519,R1_high_value,2,172041.55,2024-03-01 11:59:53,Salary,Ahmedabad,0
TXN0019629,CUST00606,R1_high_value,2,135027.29,2024-12-17 15:14:55,Salary,Bengaluru,0
TXN0019224,CUST02781,R1_high_value,2,117777.96,2023-08-13 21:42:53,Investment,Mumbai,0
TXN0019324,CUST00205,R4_spending_spike,2,95702.18,2023-12-12 09:51:25,Education,Chennai,0
TXN0019825,CUST02149,R1_high_value,2,147051.23,2023-02-26 15:54:04,Salary,Bengaluru,0
TXN0019576,CUST02739,R4_spending_spike,2,88231.7,2023-03-23 17:45:47,Electronics,Bhopal,0
TXN0055578,CUST00842,R4_spending_spike,2,91527.8,2023-03-08 16:24:41,Electronics,Mumbai,0
TXN0055658,CUST00774,R1_high_value,2,154651.96,2024-12-30 12:46:59,Salary,Kolkata,0
TXN0018513,CUST01578,R1_high_value,2,105665.08,2023-08-05 14:36:37,Electronics,Surat,0
TXN0018541,CUST02950,R4_spending_spike,2,92341.21,2024-04-12 18:57:48,Electronics,Bengaluru,0
TXN0018961,CUST02742,R1_high_value,2,120000.0,2024-09-23 13:39:29,Electronics,Hyderabad,0
TXN0055532,CUST01340,R1_high_value,2,115954.93,2023-08-05 21:48:18,Education,Chandigarh,0
TXN0018910,CUST02977,R1_high_value,2,153255.05,2023-10-07 11:41:47,Salary,Ahmedabad,0
TXN0019111,CUST01921,R4_spending_spike,2,91632.8,2024-06-16 07:58:34,Education,Bengaluru,0
TXN0019152,CUST00701,R1_high_value,2,144302.54,2023-09-29 23:15:36,Salary,Bhopal,0
TXN0019178,CUST02581,R1_high_value,2,130531.7,2023-02-25 21:20:00,Electronics,Jaipur,1
TXN0021598,CUST01934,R1_high_value,2,120000.0,2023-08-01 07:22:08,Electronics,Chennai,0
TXN0016848,CUST01667,R1_high_value,2,120000.0,2024-12-30 18:58:51,Electronics,Surat,0
TXN0055953,CUST01758,R1_high_value,2,120983.17,2023-04-03 10:31:50,Investment,Surat,0
TXN0018326,CUST01002,R1_high_value,2,211956.29,2024-10-08 19:34:56,Investment,Bhopal,0
TXN0018302,CUST02726,R1_high_value,2,123384.67,2024-01-09 21:44:34,Education,Delhi,0
TXN0018298,CUST00755,R1_high_value,2,105691.1,2023-07-27 17:21:01,Investment,Pune,0
TXN0018216,CUST02955,R1_high_value,2,109762.28,2023-05-17 06:39:26,Salary,Hyderabad,0
TXN0018138,CUST00779,R1_high_value,2,116268.47,2023-01-29 05:50:15,Salary,Chandigarh,0
TXN0019190,CUST02201,R4_spending_spike,2,74184.35,2023-10-04 23:28:09,Electronics,Delhi,0
TXN0018115,CUST01807,R4_spending_spike,2,92443.77,2024-07-10 07:40:36,Salary,Mumbai,0
TXN0018114,CUST00613,R1_high_value,2,159666.93,2024-08-14 09:46:14,Investment,Bengaluru,0
TXN0017956,CUST02360,R1_high_value,2,120000.0,2023-05-07 18:27:15,Electronics,Jaipur,0
TXN0017893,CUST00089,R1_high_value,2,102871.66,2024-04-25 19:40:59,Electronics,Bengaluru,0
TXN0017632,CUST01608,R1_high_value,2,109119.32,2024-02-20 17:24:15,Salary,Kolkata,0
TXN0017546,CUST02073,R1_high_value,2,225000.0,2023-12-10 09:22:44,Education,Delhi,0
TXN0055773,CUST02931,R1_high_value,2,107682.15,2024-07-31 05:25:42,Fuel,Bengaluru,1
TXN0018812,CUST01816,R1_high_value,2,136505.6,2023-10-16 17:09:57,Salary,Chennai,0
TXN0018117,CUST02937,R1_high_value,2,110577.17,2023-06-28 06:37:25,Electronics,Surat,0
TXN0020943,CUST02779,R1_high_value,2,120000.0,2023-07-21 23:19:32,Electronics,Ahmedabad,0
TXN0020871,CUST02162,R1_high_value,2,110629.08,2023-02-21 23:39:56,Electronics,Pune,0
TXN0020660,CUST00447,R1_high_value,2,109561.24,2024-08-03 19:35:54,Electronics,Lucknow,0
TXN0021039,CUST00591,R1_high_value,2,147033.21,2024-09-13 23:15:00,Salary,Surat,0
TXN0021038,CUST02487,R1_high_value,2,157199.85,2023-06-19 05:11:52,Salary,Bengaluru,0
TXN0020499,CUST00308,R1_high_value,2,102788.32,2023-01-30 11:15:09,Electronics,Delhi,0
TXN0020458,CUST02469,R1_high_value,2,120000.0,2024-02-07 21:06:22,Electronics,Mumbai,0
TXN0019578,CUST01053,R1_high_value,2,117543.69,2024-05-31 21:45:59,Electronics,Pune,0
TXN0054920,CUST00981,R1_high_value,2,120000.0,2023-10-31 21:14:18,Electronics,Delhi,0
TXN0020623,CUST00526,R1_high_value,2,113417.32,2023-03-02 17:01:00,Salary,Kochi,0
TXN0020572,CUST02856,R1_high_value,2,120000.0,2024-10-05 05:24:36,Electronics,Kochi,0
TXN0022198,CUST00663,R1_high_value,2,109433.29,2023-02-14 13:06:46,Salary,Pune,0
TXN0022195,CUST01854,R4_spending_spike,2,78020.26,2023-06-13 13:37:47,Education,Pune,0
TXN0022145,CUST02075,R1_high_value,2,178087.24,2023-10-22 21:00:41,Investment,Surat,0
TXN0022121,CUST00070,R4_spending_spike,2,61715.07,2024-08-04 09:04:21,Atm Withdrawal,Kochi,0
TXN0021629,CUST00261,R4_spending_spike,2,67261.72,2024-09-30 15:21:34,Electronics,Kolkata,0
TXN0020390,CUST02374,R1_high_value,2,103784.47,2023-01-23 13:32:45,Education,Bengaluru,0
TXN0055315,CUST01286,R4_spending_spike,2,68900.78,2024-08-13 11:50:00,Electronics,Bhopal,0
TXN0019397,CUST00504,R1_high_value,2,100555.85,2024-09-03 09:13:38,Education,Hyderabad,0
TXN0019100,CUST02353,R4_spending_spike,2,83973.19,2023-10-08 19:10:15,Electronics,Bengaluru,0
TXN0019075,CUST02224,R1_high_value,2,120000.0,2024-01-10 05:12:39,Electronics,Bengaluru,0
TXN0019014,CUST02793,R1_high_value,2,139363.83,2023-04-03 15:04:16,Investment,Bhopal,0
TXN0018988,CUST02277,R4_spending_spike,2,75796.6,2024-09-06 23:13:52,Salary,Chandigarh,0
TXN0020149,CUST02021,R1_high_value,2,116772.34,2023-08-30 08:07:56,Electronics,Bengaluru,0
TXN0019667,CUST01677,R1_high_value,2,131091.83,2023-02-01 10:48:48,Shopping,Jaipur,1
TXN0019949,CUST00248,R1_high_value,2,113196.53,2024-04-16 10:17:53,Electronics,Jaipur,0
TXN0019931,CUST00581,R4_spending_spike,2,62906.32,2023-11-14 11:52:23,Electronics,Indore,0
TXN0020315,CUST00331,R1_high_value,2,103288.09,2024-06-08 07:37:54,Electronics,Chennai,0
TXN0055160,CUST02384,R1_high_value,2,267292.0,2024-10-13 06:35:36,Groceries,Chennai,0
TXN0055054,CUST02560,R4_spending_spike,2,95478.17,2023-04-15 14:56:01,Electronics,Bhopal,0
TXN0055049,CUST01513,R1_high_value,2,153435.99,2024-01-24 16:19:39,Salary,Jaipur,0
TXN0019725,CUST02371,R1_high_value,2,110546.26,2024-12-14 22:41:52,Investment,Kolkata,0
TXN0019710,CUST01825,R4_spending_spike,2,82382.51,2024-08-01 18:39:00,Electronics,Indore,0
TXN0019970,CUST02970,R1_high_value,2,123880.27,2024-09-06 13:59:01,Salary,Kolkata,0
TXN0031428,CUST00018,R1_high_value,2,104424.54,2024-04-21 12:03:57,Salary,Jaipur,0
TXN0031510,CUST01201,R1_high_value,2,105814.4,2023-03-20 16:51:58,Electronics,Chandigarh,0
TXN0031787,CUST01020,R1_high_value,2,153306.58,2023-02-21 11:38:00,Salary,Bengaluru,0
TXN0031812,CUST01016,R1_high_value,2,118419.26,2023-05-01 14:35:55,Electronics,Hyderabad,0
TXN0031900,CUST01553,R4_spending_spike,2,91221.95,2024-03-30 08:09:58,Education,Hyderabad,0
TXN0030393,CUST00478,R1_high_value,2,110750.86,2023-07-19 05:41:22,Insurance,Surat,1
TXN0030444,CUST02959,R1_high_value,2,116885.45,2024-07-19 20:56:23,Salary,Pune,0
TXN0030753,CUST00470,R1_high_value,2,120000.0,2024-01-25 05:53:04,Electronics,Ahmedabad,0
TXN0051542,CUST01923,R1_high_value,2,120000.0,2023-07-21 21:30:51,Electronics,Surat,0
TXN0051635,CUST01735,R1_high_value,2,117660.33,2023-08-28 07:10:32,Investment,Delhi,0
TXN0030848,CUST01292,R1_high_value,2,119778.68,2024-09-05 05:19:07,Salary,Kochi,0
TXN0030523,CUST00330,R4_spending_spike,2,92779.93,2024-12-25 21:45:29,Salary,Bengaluru,0
TXN0030546,CUST01839,R4_spending_spike,2,70254.27,2024-06-12 07:57:00,Electronics,Ahmedabad,0
TXN0030603,CUST01590,R1_high_value,2,120000.0,2023-11-27 15:52:41,Electronics,Kochi,0
TXN0031423,CUST01822,R1_high_value,2,133424.96,2023-04-23 22:50:20,Salary,Kolkata,0
TXN0025123,CUST01239,R1_high_value,2,118762.04,2024-01-10 15:43:28,Education,Chennai,0
TXN0029385,CUST01708,R1_high_value,2,100604.41,2023-08-26 16:17:38,Salary,Ahmedabad,0
TXN0052194,CUST00365,R4_spending_spike,2,69850.37,2024-07-14 21:50:06,Shopping,Surat,0
TXN0052189,CUST01240,R1_high_value,2,109172.33,2023-03-02 14:18:08,Electronics,Bhopal,0
TXN0030258,CUST02945,R1_high_value,2,155732.49,2023-10-14 22:42:21,Salary,Pune,0
TXN0030247,CUST00232,R1_high_value,2,109188.48,2024-10-03 12:10:28,Electronics,Lucknow,0
TXN0030020,CUST02672,R1_high_value,2,131450.75,2024-03-19 08:26:19,Education,Surat,0
TXN0030017,CUST02589,R1_high_value,2,115636.66,2024-06-30 19:13:26,Education,Chennai,0
TXN0031078,CUST00400,R1_high_value,2,120000.0,2023-06-14 23:32:01,Electronics,Chennai,0
TXN0051926,CUST01085,R1_high_value,2,138153.42,2023-04-09 22:20:29,Education,Delhi,0
TXN0030088,CUST02409,R1_high_value,2,120000.0,2023-10-26 07:54:50,Electronics,Bengaluru,0
TXN0030047,CUST00135,R1_high_value,2,120000.0,2023-05-25 07:53:10,Electronics,Chandigarh,0
TXN0029749,CUST00617,R1_high_value,2,153829.08,2024-02-14 23:27:38,Investment,Bhopal,0
TXN0029666,CUST01560,R1_high_value,2,225000.0,2024-02-23 13:29:40,Education,Bhopal,0
TXN0051946,CUST01881,R1_high_value,2,120000.0,2024-11-08 16:02:44,Electronics,Pune,0
TXN0051942,CUST01537,R1_high_value,2,120000.0,2023-06-15 09:25:02,Electronics,Delhi,0
TXN0030797,CUST02881,R1_high_value,2,106784.08,2024-03-10 09:01:51,Investment,Kochi,0
TXN0030293,CUST02592,R4_spending_spike,2,90000.0,2023-09-13 21:42:11,Travel,Hyderabad,0
TXN0033277,CUST00588,R1_high_value,2,136926.02,2024-12-16 23:45:29,Healthcare,Surat,1
TXN0050988,CUST02315,R1_high_value,2,120000.0,2024-05-06 07:52:24,Electronics,Delhi,0
TXN0033367,CUST02707,R4_spending_spike,2,90000.0,2024-08-12 07:07:12,Travel,Kochi,0
TXN0033430,CUST02244,R4_spending_spike,2,92259.29,2023-04-18 16:16:50,Electronics,Jaipur,0
TXN0033451,CUST00092,R1_high_value,2,120000.0,2023-11-18 15:19:18,Electronics,Bhopal,0
TXN0033180,CUST01368,R4_spending_spike,2,93682.09,2024-03-21 17:38:27,Education,Chandigarh,0
TXN0033694,CUST00139,R1_high_value,2,114487.21,2023-06-17 19:21:28,Education,Jaipur,0
TXN0033740,CUST00991,R1_high_value,2,120000.0,2024-10-05 11:39:16,Electronics,Ahmedabad,0
TXN0051078,CUST02922,R1_high_value,2,120000.0,2023-08-29 09:46:56,Electronics,Chennai,0
TXN0051124,CUST02438,R1_high_value,2,149983.11,2023-07-29 19:40:08,Investment,Kochi,0
TXN0051258,CUST02776,R4_spending_spike,2,74690.36,2024-08-12 09:57:18,Electronics,Indore,0
TXN0032055,CUST01691,R1_high_value,2,128625.44,2023-05-30 21:08:30,Salary,Chennai,0
TXN0032117,CUST01459,R1_high_value,2,111043.62,2023-07-17 22:09:33,Investment,Kochi,0
TXN0032401,CUST02341,R1_high_value,2,103360.76,2023-03-22 20:56:25,Electronics,Indore,0
